frame,DetObj#,x,y,z,v,snr,noise
14,3,0.4349234998226166,1.188130259513855,0.0,0.0,159,652
14,4,-0.6598839163780212,1.802680492401123,0.0,0.0,448,642
14,5,-0.5126370787620544,1.985434889793396,0.0,0.0,433,697
15,0,0.016360757872462273,0.26126033067703247,0.0,0.0,183,841
15,1,0.10634492337703705,0.23919740319252014,0.0,0.0,183,841
15,2,0.34357592463493347,1.172292709350586,0.0,0.0,158,640
15,3,-0.6598839163780212,1.802680492401123,0.0,0.0,441,650
15,4,-0.5126370787620544,1.985434889793396,0.0,0.0,399,700
16,0,0.016360757872462273,0.26126033067703247,0.0,0.0,174,839
16,1,0.1472468227148056,0.21643246710300446,0.0,0.0,174,839
16,2,-0.553538978099823,0.2582116425037384,0.0,0.0,173,703
16,3,0.34357592463493347,1.172292709350586,0.0,0.0,189,632
16,4,-0.5998944640159607,1.823521375656128,0.0,0.0,449,638
16,5,-0.5767167210578918,1.9677770137786865,0.0,0.0,365,698
17,0,0.1472468227148056,0.21643246710300446,0.0,0.0,160,840
17,1,-0.008180378936231136,0.26164427399635315,0.0,0.0,160,840
17,2,0.35584649443626404,1.2141603231430054,0.0,0.0,177,659
17,3,-0.6598839163780212,1.802680492401123,0.0,0.0,423,663
17,4,-0.5767167210578918,1.9677770137786865,0.0,0.0,391,700
18,0,0.008180378936231136,0.26164427399635315,0.0,0.0,250,820
18,1,-0.15815399587154388,1.2553083896636963,0.0,0.0,175,661
18,2,-0.6598839163780212,1.802680492401123,0.0,0.0,425,662
18,3,-0.5126370787620544,1.985434889793396,0.0,0.0,369,705
19,0,0.016360757872462273,0.26126033067703247,0.0,0.0,230,836
19,1,-0.515363872051239,0.3278394937515259,0.0,0.0,166,709
19,2,0.47446197271347046,1.1729015111923218,0.0,0.0,180,658
19,3,0.8303084969520569,0.9546725749969482,0.0,0.0,180,658
19,4,-0.6598839163780212,1.802680492401123,0.0,0.0,413,673
19,5,-0.5126370787620544,1.985434889793396,0.0,0.0,407,699
19,6,-0.49354955554008484,7.881354331970215,0.0,0.0,168,628
20,0,0.024541135877370834,0.26061922311782837,0.0,0.0,217,851
20,1,-0.496276319026947,0.2745814025402069,0.0,0.0,160,727
20,2,-0.6598839163780212,1.802680492401123,0.0,0.0,423,671
20,3,-0.18814870715141296,1.9980806112289429,0.0,0.0,485,662
20,4,-0.5889872908592224,3.0855541229248047,0.0,0.0,160,852
20,5,-0.7416877150535583,5.886963844299316,0.0,0.0,151,700
20,6,0.5494487881660461,1.2358533143997192,0.0,0.12173257023096085,240,662
21,0,0.040901895612478256,0.25855690240859985,0.0,0.0,226,831
21,1,-0.4785521626472473,0.3044223487377167,0.0,0.0,151,730
21,2,0.19496570527553558,0.5326101183891296,0.0,0.0,151,730
21,3,-0.6598839163780212,1.802680492401123,0.0,0.0,428,668
21,4,-0.18814870715141296,1.9980806112289429,0.0,0.0,461,667
21,5,-0.3872046172618866,3.0733413696289062,0.0,0.0,173,844
21,6,0.5317246317863464,1.1959871053695679,0.0,0.12173257023096085,164,685
22,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,156,846
22,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,156,846
22,2,0.04908227175474167,0.2571294903755188,0.0,0.0,199,830
22,3,0.2672257125377655,0.5492441058158875,0.0,0.0,166,723
22,4,-0.553538978099823,0.2582116425037384,0.0,0.0,166,723
22,5,-0.6598839163780212,1.802680492401123,0.0,0.0,433,661
22,6,-0.18814870715141296,1.9980806112289429,0.0,0.0,451,673
23,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,153,849
23,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,153,849
23,2,-0.572626531124115,0.21254996955394745,0.0,0.0,181,710
23,3,0.3054008185863495,0.5289697647094727,0.0,0.0,181,710
23,4,-0.6598839163780212,1.802680492401123,0.0,0.0,428,666
23,5,-0.18814870715141296,1.9980806112289429,0.0,0.0,451,678
23,6,-0.3872046172618866,3.0733413696289062,0.0,0.0,159,854
24,0,-0.5494487881660461,0.14068104326725006,0.0,0.0,196,719
24,1,-0.6598839163780212,1.802680492401123,0.0,0.0,452,642
24,2,-0.18814870715141296,1.9980806112289429,0.0,0.0,466,658
24,3,-0.3872046172618866,3.0733413696289062,0.0,0.0,163,849
25,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,159,843
25,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,159,843
25,2,-0.6598839163780212,1.802680492401123,0.0,0.0,444,650
25,3,-0.18814870715141296,1.9980806112289429,0.0,0.0,474,662
25,4,-0.3872046172618866,3.0733413696289062,0.0,0.0,164,852
26,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,151,851
26,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,151,851
26,2,0.12270569056272507,0.18036040663719177,0.0,0.0,168,841
26,3,-0.5494487881660461,0.14068104326725006,0.0,0.0,178,731
26,4,0.2481381595134735,0.5100123286247253,0.0,0.0,178,731
26,5,-0.6598839163780212,1.802680492401123,0.0,0.0,430,662
26,6,-0.18814870715141296,1.9980806112289429,0.0,0.0,467,660
27,0,-0.5494487881660461,0.14068104326725006,0.0,0.0,170,736
27,1,-0.6598839163780212,1.802680492401123,0.0,0.0,442,653
27,2,-0.18814870715141296,1.9980806112289429,0.0,0.0,484,652
28,0,-0.591714084148407,0.151502788066864,0.0,0.0,193,699
28,1,-0.6598839163780212,1.802680492401123,0.0,0.0,446,644
28,2,-0.12543247640132904,2.0029959678649902,0.0,0.0,504,643
28,3,-0.29040345549583435,3.0839943885803223,0.0,0.0,166,842
28,4,0.07498680800199509,0.4740210473537445,0.0,-0.12173257023096085,187,712
29,0,-0.0068169827573001385,0.21803690493106842,0.0,0.0,156,840
29,1,0.08180379122495651,0.20222438871860504,0.0,0.0,156,840
29,2,-0.5317246317863464,0.1973678022623062,0.0,0.0,162,718
29,3,-0.5998944640159607,1.823521375656128,0.0,0.0,460,636
29,4,-0.44855743646621704,2.0008859634399414,0.0,0.0,413,699
29,5,-0.49082276225090027,3.1026833057403564,0.0,0.0,184,832
29,6,-0.5562657713890076,5.907369136810303,0.0,0.0,159,711
29,7,-0.15270040929317474,1.2120219469070435,0.0,-0.12173257023096085,166,643
30,0,-0.008180378936231136,0.26164427399635315,0.0,0.0,174,842
30,1,-0.5317246317863464,0.1973678022623062,0.0,0.0,173,721
30,2,-0.6598839163780212,1.802680492401123,0.0,0.0,435,626
30,3,-0.6407963633537292,1.947852373123169,0.0,0.0,347,684
30,4,0.4908227324485779,1.213346242904663,0.0,-0.12173257023096085,189,656
31,0,-0.020450947806239128,0.2171826958656311,0.0,0.0,160,862
31,1,0.05453586205840111,0.21121647953987122,0.0,0.0,160,862
31,2,-0.5494487881660461,0.14068104326725006,0.0,0.0,184,723
31,3,0.3953849971294403,1.2018663883209229,0.0,0.0,199,644
31,4,-0.6598839163780212,1.802680492401123,0.0,0.0,394,653
31,5,-0.5126370787620544,1.985434889793396,0.0,0.0,332,683
32,0,-0.016360757872462273,0.26126033067703247,0.0,0.0,157,835
32,1,0.572626531124115,0.21254996955394745,0.0,0.0,155,710
32,2,0.3953849971294403,1.2018663883209229,0.0,0.0,189,636
32,3,-0.6598839163780212,1.802680492401123,0.0,0.0,373,637
32,4,-0.44855743646621704,2.0008859634399414,0.0,0.0,327,671
33,0,-0.016360757872462273,0.26126033067703247,0.0,0.0,163,829
33,1,-0.22905060648918152,1.1999377012252808,0.0,0.0,192,626
33,2,-0.5862604975700378,1.7820777893066406,0.0,0.0,376,646
33,3,-0.44855743646621704,2.0008859634399414,0.0,0.0,311,680
34,0,-0.008180378936231136,0.26164427399635315,0.0,0.0,151,840
34,1,0.4349234998226166,1.188130259513855,0.0,0.0,162,644
34,2,-0.03953849896788597,1.2646139860153198,0.0,0.0,162,644
34,3,-0.5998944640159607,1.823521375656128,0.0,0.0,398,637
34,4,-0.44855743646621704,2.0008859634399414,0.0,0.0,301,680
35,0,-0.016360757872462273,0.26126033067703247,0.0,0.0,160,832
35,1,-0.591714084148407,0.151502788066864,0.0,0.0,152,712
35,2,0.45810121297836304,1.1324565410614014,0.0,0.0,162,628
35,3,-0.3054008185863495,1.182812213897705,0.0,0.0,162,628
35,4,-0.5862604975700378,1.7820777893066406,0.0,0.0,392,645
35,5,-0.44855743646621704,2.0008859634399414,0.0,0.0,295,683
36,0,0.04771887883543968,0.21286021173000336,0.0,0.0,155,841
36,1,0.591714084148407,0.151502788066864,0.0,0.0,169,706
36,2,-0.19087551534175873,1.2065989971160889,0.0,0.0,168,635
36,3,0.45810121297836304,1.1324565410614014,0.0,0.0,168,635
36,4,-0.6598839163780212,1.802680492401123,0.0,0.0,408,642
36,5,-0.5126370787620544,1.985434889793396,0.0,0.0,301,689
37,0,0.008180378936231136,0.26164427399635315,0.0,0.0,152,839
37,1,-0.6598839163780212,1.802680492401123,0.0,0.0,434,636
37,2,-0.5767167210578918,1.9677770137786865,0.0,0.0,374,682
37,3,-0.22905060648918152,1.1999377012252808,0.0,0.12173257023096085,203,611
37,4,0.534451425075531,1.098488211631775,0.0,0.12173257023096085,203,611
38,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,157,845
38,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,157,845
38,2,-0.6598839163780212,1.802680492401123,0.0,0.0,450,642
38,3,-0.44855743646621704,2.0008859634399414,0.0,0.0,414,698
38,4,-0.49082276225090027,3.1026833057403564,0.0,0.0,177,840
38,5,-0.5562657713890076,5.907369136810303,0.0,0.0,169,707
38,6,-0.15270040929317474,1.2120219469070435,0.0,0.12173257023096085,179,639
39,0,-0.591714084148407,0.151502788066864,0.0,0.0,195,691
39,1,-0.6598839163780212,1.802680492401123,0.0,0.0,431,656
39,2,-0.12543247640132904,2.0029959678649902,0.0,0.0,482,658
39,3,-0.29040345549583435,3.0839943885803223,0.0,0.0,173,836
39,4,0.07498680800199509,0.20485004782676697,0.0,0.12173257023096085,163,806
40,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,158,844
40,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,158,844
40,2,-0.5494487881660461,0.14068104326725006,0.0,0.0,173,719
40,3,-0.6598839163780212,1.802680492401123,0.0,0.0,452,641
40,4,-0.18814870715141296,1.9980806112289429,0.0,0.0,467,656
40,5,0.1472468227148056,0.21643246710300446,0.0,0.12173257023096085,169,800
40,6,0.032721515744924545,0.25971898436546326,0.0,0.12173257023096085,169,800
41,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,153,849
41,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,153,849
41,2,-0.5317246317863464,0.1973678022623062,0.0,0.0,159,726
41,3,-0.6598839163780212,1.802680492401123,0.0,0.0,455,638
41,4,-0.18814870715141296,1.9980806112289429,0.0,0.0,471,657
41,5,0.1472468227148056,0.21643246710300446,0.0,0.12173257023096085,229,783
42,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,151,850
42,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,151,850
42,2,0.17996834218502045,0.19009481370449066,0.0,0.0,204,821
42,3,-0.5317246317863464,0.1973678022623062,0.0,0.0,176,713
42,4,-0.6598839163780212,1.802680492401123,0.0,0.0,456,637
42,5,-0.18814870715141296,1.9980806112289429,0.0,0.0,482,650
43,0,0.17996834218502045,0.19009481370449066,0.0,0.0,213,829
43,1,-0.5494487881660461,0.14068104326725006,0.0,0.0,181,711
43,2,-0.6598839163780212,1.802680492401123,0.0,0.0,449,644
43,3,-0.18814870715141296,1.9980806112289429,0.0,0.0,474,656
44,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,155,847
44,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,155,847
44,2,0.17996834218502045,0.19009481370449066,0.0,0.0,200,837
44,3,-0.5317246317863464,0.1973678022623062,0.0,0.0,182,707
44,4,-0.6598839163780212,1.802680492401123,0.0,0.0,443,650
44,5,-0.18814870715141296,1.9980806112289429,0.0,0.0,474,658
44,6,-0.3872046172618866,3.0733413696289062,0.0,0.0,160,853
45,0,0.19632908701896667,0.17314599454402924,0.0,0.0,168,850
45,1,-0.5317246317863464,0.1973678022623062,0.0,0.0,189,714
45,2,-0.6953322291374207,0.2580964267253876,0.0,0.0,172,686
45,3,-0.6598839163780212,1.802680492401123,0.0,0.0,462,632
45,4,-0.18814870715141296,1.9980806112289429,0.0,0.0,476,647
46,0,0.16360758244991302,0.20434579253196716,0.0,0.0,173,847
46,1,-0.5494487881660461,0.14068104326725006,0.0,0.0,192,717
46,2,-0.6598839163780212,1.802680492401123,0.0,0.0,454,640
46,3,-0.18814870715141296,1.9980806112289429,0.0,0.0,477,657
47,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,154,848
47,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,154,848
47,2,-0.6598839163780212,1.802680492401123,0.0,0.0,453,640
47,3,-0.18814870715141296,1.9980806112289429,0.0,0.0,468,657
48,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,155,847
48,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,155,847
48,2,-0.6598839163780212,1.802680492401123,0.0,0.0,462,633
48,3,-0.18814870715141296,1.9980806112289429,0.0,0.0,495,641
48,4,0.17178796231746674,0.1975184679031372,0.0,-0.12173257023096085,193,787
49,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,177,825
49,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,177,825
49,2,-0.6598839163780212,1.802680492401123,0.0,0.0,480,618
49,3,-0.12543247640132904,2.0029959678649902,0.0,0.0,506,636
49,4,-0.29040345549583435,3.0839943885803223,0.0,0.0,170,849
49,5,-0.3708438575267792,5.921901702880859,0.0,0.0,153,708
49,6,0.07498680800199509,0.4740210473537445,0.0,-0.36519771814346313,150,673
49,7,0.35448309779167175,0.7973247170448303,0.0,-0.36519771814346313,152,599
49,8,0.5399050116539001,1.3346809148788452,0.0,-0.36519771814346313,194,561
49,9,0.08180379122495651,0.20222438871860504,0.0,-0.2434651404619217,200,737
50,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,178,824
50,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,178,824
50,2,-0.534451425075531,0.29570308327674866,0.0,0.0,165,695
50,3,-0.5998944640159607,1.823521375656128,0.0,0.0,489,630
50,4,-0.5126370787620544,1.985434889793396,0.0,0.0,425,703
50,5,-0.49082276225090027,3.1026833057403564,0.0,0.0,180,824
50,6,-0.027267931029200554,0.435433954000473,0.0,-0.36519771814346313,152,665
50,7,0.06544303148984909,0.5194379687309265,0.0,-0.36519771814346313,171,620
50,8,0.19632910192012787,0.7603793144226074,0.0,-0.36519771814346313,172,573
50,9,0.26177212595939636,1.3713573217391968,0.0,-0.36519771814346313,208,554
50,10,-0.020450947806239128,0.2171826958656311,0.0,-0.12173257023096085,227,778
50,11,0.05453586205840111,0.21121647953987122,0.0,-0.12173257023096085,227,778
50,12,-0.22905060648918152,1.1999377012252808,0.0,-0.12173257023096085,183,604
51,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,155,845
51,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,155,845
51,2,-0.6598839163780212,1.802680492401123,0.0,0.0,360,621
51,3,-0.5767167210578918,1.9677770137786865,0.0,0.0,322,667
51,4,0.032721515744924545,0.1714196652173996,0.0,-0.12173257023096085,160,828
51,5,-0.013633965514600277,0.43607380986213684,0.0,-0.12173257023096085,155,752
51,6,-0.22905060648918152,1.1999377012252808,0.0,-0.12173257023096085,228,608
52,0,0.027267931029200554,0.1723712831735611,0.0,0.0,161,851
52,1,0.34357592463493347,1.172292709350586,0.0,0.0,167,620
52,2,-0.22905060648918152,1.1999377012252808,0.0,0.0,167,620
52,3,-0.7198733687400818,1.7795746326446533,0.0,0.0,353,629
52,4,-0.44855743646621704,2.0008859634399414,0.0,0.0,282,659
53,0,0.027267931029200554,0.1723712831735611,0.0,0.0,163,860
53,1,-0.496276319026947,0.2745814025402069,0.0,0.0,180,716
53,2,-0.19087551534175873,1.2065989971160889,0.0,0.0,174,632
53,3,0.34357592463493347,1.172292709350586,0.0,0.0,174,632
53,4,-0.5998944640159607,1.823521375656128,0.0,0.0,289,635
53,5,-0.5126370787620544,1.985434889793396,0.0,0.0,316,662
54,0,-0.7621386647224426,1.7142482995986938,0.0,0.0,334,646
54,1,-0.05862605199217796,1.8751174211502075,0.0,0.0,334,646
54,2,-0.5126370787620544,1.985434889793396,0.0,0.0,348,673
54,3,-0.024541137740015984,0.3918905556201935,0.0,0.12173257023096085,188,760
55,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,178,827
55,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,178,827
55,2,0.038175102323293686,1.2210066318511963,0.0,0.0,167,627
55,3,-0.6598839163780212,1.802680492401123,0.0,0.0,466,631
55,4,-0.5767167210578918,1.9677770137786865,0.0,0.0,389,700
55,5,0.021814344450831413,0.17314599454402924,0.0,0.12173257023096085,248,802
56,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,180,822
56,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,180,822
56,2,-0.5140004754066467,0.2397679090499878,0.0,0.0,155,704
56,3,-0.6598839163780212,1.802680492401123,0.0,0.0,487,614
56,4,-0.5767167210578918,1.9677770137786865,0.0,0.0,421,686
56,5,-0.013633965514600277,0.2177169770002365,0.0,0.12173257023096085,156,780
57,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,172,830
57,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,172,830
57,2,-0.572626531124115,0.21254996955394745,0.0,0.0,198,691
57,3,-0.6598839163780212,1.802680492401123,0.0,0.0,476,614
57,4,-0.5126370787620544,1.985434889793396,0.0,0.0,413,685
57,5,-0.013633965514600277,0.2177169770002365,0.0,0.2434651404619217,304,670
58,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,163,839
58,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,163,839
58,2,-0.5317246317863464,0.1973678022623062,0.0,0.0,167,719
58,3,-0.6598839163780212,1.802680492401123,0.0,0.0,460,628
58,4,-0.44855743646621704,2.0008859634399414,0.0,0.0,416,695
58,5,0.008180378936231136,0.26164427399635315,0.0,0.12173257023096085,190,781
59,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,159,843
59,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,159,843
59,2,-0.5317246317863464,0.1973678022623062,0.0,0.0,166,713
59,3,-0.6598839163780212,1.802680492401123,0.0,0.0,481,615
59,4,-0.18814870715141296,1.9980806112289429,0.0,0.0,496,636
59,5,0.008180378936231136,0.26164427399635315,0.0,0.12173257023096085,178,783
60,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,151,851
60,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,151,851
60,2,-0.5317246317863464,0.1973678022623062,0.0,0.0,179,713
60,3,-0.6598839163780212,1.802680492401123,0.0,0.0,477,615
60,4,-0.18814870715141296,1.9980806112289429,0.0,0.0,495,641
61,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,152,850
61,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,152,850
61,2,-0.5317246317863464,0.1973678022623062,0.0,0.0,177,719
61,3,-0.6598839163780212,1.802680492401123,0.0,0.0,482,616
61,4,-0.44855743646621704,2.0008859634399414,0.0,0.0,414,684
61,5,0.02863132581114769,0.304055780172348,0.0,-0.12173257023096085,205,772
62,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,160,842
62,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,160,842
62,2,-0.5494487881660461,0.14068104326725006,0.0,0.0,189,712
62,3,-0.6598839163780212,1.802680492401123,0.0,0.0,465,629
62,4,-0.5126370787620544,1.985434889793396,0.0,0.0,407,694
62,5,0.0736234113574028,0.25120556354522705,0.0,-0.12173257023096085,178,789
63,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,166,836
63,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,166,836
63,2,-0.5494487881660461,0.14068104326725006,0.0,0.0,199,698
63,3,-0.6598839163780212,1.802680492401123,0.0,0.0,462,621
63,4,-0.5767167210578918,1.9677770137786865,0.0,0.0,430,690
63,5,0.012270568870007992,0.3924664258956909,0.0,-0.4869302809238434,228,519
63,6,-0.0068169827573001385,0.21803690493106842,0.0,-0.2434651404619217,332,652
63,7,0.04771887883543968,0.21286021173000336,0.0,-0.2434651404619217,332,652
64,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,165,837
64,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,165,837
64,2,-0.5494487881660461,0.14068104326725006,0.0,0.0,194,703
64,3,-0.6598839163780212,1.802680492401123,0.0,0.0,462,621
64,4,-0.5767167210578918,1.9677770137786865,0.0,0.0,336,689
64,5,0.013633965514600277,0.2177169770002365,0.0,-0.2434651404619217,293,699
65,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,171,831
65,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,171,831
65,2,-0.5317246317863464,0.1973678022623062,0.0,0.0,187,701
65,3,-0.6598839163780212,1.802680492401123,0.0,0.0,379,623
65,4,-0.5767167210578918,1.9677770137786865,0.0,0.0,330,663
65,5,0.032721515744924545,0.1714196652173996,0.0,-0.2434651404619217,244,703
66,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,176,827
66,1,-0.027267931029200554,0.08288732916116714,0.0,0.0,176,827
66,2,-0.5494487881660461,0.14068104326725006,0.0,0.0,193,697
66,3,-0.6598839163780212,1.802680492401123,0.0,0.0,465,626
66,4,-0.5126370787620544,1.985434889793396,0.0,0.0,362,691
66,5,-0.016360757872462273,0.12985949218273163,0.0,-0.2434651404619217,246,730
66,6,0.0,1.1779745817184448,0.0,-0.12173257023096085,165,593
67,0,-0.07635020464658737,0.042243294417858124,0.0,0.0,161,839
67,1,-0.5317246317863464,0.1973678022623062,0.0,0.0,184,710
67,2,0.15270040929317474,1.2120219469070435,0.0,0.0,217,626
67,3,-0.34357592463493347,1.172292709350586,0.0,0.0,217,626
67,4,-0.5862604975700378,1.7820777893066406,0.0,0.0,458,637
67,5,-0.5767167210578918,1.9677770137786865,0.0,0.0,370,704
68,0,-0.07907699793577194,0.03688737004995346,0.0,0.0,179,838
68,1,-0.024541137740015984,0.08373519033193588,0.0,0.0,179,838
